Stock,Year,Length,CatchNo
jacks_trevally_Atauro,2022,50,605
jacks_trevally_Atauro,2022,75.86206896551724,220.09301506202462
jacks_trevally_Atauro,2022,101.72413793103448,10.765278086037284
jacks_trevally_Atauro,2022,127.58620689655173,50.089237723215305
jacks_trevally_Atauro,2022,153.44827586206895,291.01963275498815
jacks_trevally_Atauro,2022,179.31034482758622,956.2079156756406
jacks_trevally_Atauro,2022,205.17241379310346,1146.5550984162564
jacks_trevally_Atauro,2022,231.0344827586207,503.82948132658805
jacks_trevally_Atauro,2022,256.8965517241379,74.72127074891789
jacks_trevally_Atauro,2022,282.7586206896552,63.24556445733032
jacks_trevally_Atauro,2022,308.62068965517244,63.913469463603946
jacks_trevally_Atauro,2022,334.48275862068965,50.9314891199257
jacks_trevally_Atauro,2022,360.3448275862069,143.21891306546104
jacks_trevally_Atauro,2022,386.2068965517241,365.2759157223711
jacks_trevally_Atauro,2022,412.0689655172414,408.31632609902147
jacks_trevally_Atauro,2022,437.9310344827586,223.32239565768802
jacks_trevally_Atauro,2022,463.7931034482759,60.81126926567481
jacks_trevally_Atauro,2022,489.65517241379314,10.97457960368122
jacks_trevally_Atauro,2022,515.5172413793103,5.2018619877365015
jacks_trevally_Atauro,2022,541.3793103448277,5.922938080329077
jacks_trevally_Atauro,2022,567.2413793103449,4.67191875284783
jacks_trevally_Atauro,2022,593.1034482758621,0.9081214791372139
jacks_trevally_Atauro,2022,618.9655172413793,1.5926535057367037
jacks_trevally_Atauro,2022,644.8275862068965,1.9580019665005346
jacks_trevally_Atauro,2022,670.6896551724138,0.9219339952559297
jacks_trevally_Atauro,2022,696.551724137931,0.765970042239224
jacks_trevally_Atauro,2022,722.4137931034483,2.400671305256627
jacks_trevally_Atauro,2022,748.2758620689656,3.544015174956575
jacks_trevally_Atauro,2022,774.1379310344828,3.8568034201503902
jacks_trevally_Atauro,2022,800,2.999999999999999
jacks_trevally_North,2022,50,143
jacks_trevally_North,2022,89.65517241379311,5803.101116905688
jacks_trevally_North,2022,129.31034482758622,4976.187462892291
jacks_trevally_North,2022,168.9655172413793,2109.613050832131
jacks_trevally_North,2022,208.6206896551724,774.3817687984982
jacks_trevally_North,2022,248.27586206896552,1273.9308879511505
jacks_trevally_North,2022,287.9310344827586,449.581591921473
jacks_trevally_North,2022,327.58620689655174,58.74596267845766
jacks_trevally_North,2022,367.2413793103448,148.65355002938833
jacks_trevally_North,2022,406.8965517241379,129.47112279194982
jacks_trevally_North,2022,446.55172413793105,409.2781366365532
jacks_trevally_North,2022,486.2068965517241,262.3116156827152
jacks_trevally_North,2022,525.8620689655172,241.27387707120204
jacks_trevally_North,2022,565.5172413793103,238.60548535184782
jacks_trevally_North,2022,605.1724137931035,13.318067513277153
jacks_trevally_North,2022,644.8275862068965,112.00855907608614
jacks_trevally_North,2022,684.4827586206897,51.06480579144288
jacks_trevally_North,2022,724.1379310344828,101.16725712533791
jacks_trevally_North,2022,763.7931034482758,303.48657831940073
jacks_trevally_North,2022,803.448275862069,535.1152501464159
jacks_trevally_North,2022,843.1034482758621,775.7741078189788
jacks_trevally_North,2022,882.7586206896551,1005.1839865496843
jacks_trevally_North,2022,922.4137931034483,1203.0657215511299
jacks_trevally_North,2022,962.0689655172414,1349.1401480359104
jacks_trevally_North,2022,1001.7241379310344,1423.1281012166216
jacks_trevally_North,2022,1041.3793103448274,1404.7504163058607
jacks_trevally_North,2022,1081.0344827586207,1273.7279285162213
jacks_trevally_North,2022,1120.6896551724137,1009.7814730603016
jacks_trevally_North,2022,1160.344827586207,592.6318851506937
jacks_trevally_North,2022,1200,1.9999999999990017
jacks_trevally_South,2022,50,0
jacks_trevally_South,2022,82.75862068965517,8568.523167195963
jacks_trevally_South,2022,115.51724137931035,6375.963087779522
jacks_trevally_South,2022,148.27586206896552,1633.4856704471676
jacks_trevally_South,2022,181.0344827586207,1759.7703598239718
jacks_trevally_South,2022,213.79310344827587,2088.125058047704
jacks_trevally_South,2022,246.55172413793105,152.16121367795813
jacks_trevally_South,2022,279.3103448275862,274.0828669099346
jacks_trevally_South,2022,312.0689655172414,81.05092346316394
jacks_trevally_South,2022,344.82758620689657,17.045515430450113
jacks_trevally_South,2022,377.58620689655174,21.124161359035153
jacks_trevally_South,2022,410.3448275862069,5.345762928839713
jacks_trevally_South,2022,443.1034482758621,1.6844739520394267
jacks_trevally_South,2022,475.86206896551727,1.59804641927248
jacks_trevally_South,2022,508.62068965517244,0.34624199291265095
jacks_trevally_South,2022,541.3793103448277,0.16074814139192362
jacks_trevally_South,2022,574.1379310344828,0.1458248185510139
jacks_trevally_South,2022,606.8965517241379,0.050052508536837036
jacks_trevally_South,2022,639.6551724137931,0.2648531345186179
jacks_trevally_South,2022,672.4137931034484,0.44429168769510746
jacks_trevally_South,2022,705.1724137931035,0.5918333862412286
jacks_trevally_South,2022,737.9310344827586,0.7109434483319058
jacks_trevally_South,2022,770.6896551724138,0.8050870921420626
jacks_trevally_South,2022,803.4482758620691,0.8777295358466223
jacks_trevally_South,2022,836.2068965517242,0.9323359976205082
jacks_trevally_South,2022,868.9655172413793,0.9723716956386441
jacks_trevally_South,2022,901.7241379310345,1.0013015604913167
jacks_trevally_South,2022,934.4827586206898,1.0202909960130897
jacks_trevally_South,2022,967.2413793103449,1.0226471558384096
jacks_trevally_South,2022,1000,1
