Stock,Year,Length,CatchNo
snapper_Atauro,2022,50,0
snapper_Atauro,2022,68.9655172413793,1048.5744247805433
snapper_Atauro,2022,87.93103448275862,463.1413411410829
snapper_Atauro,2022,106.89655172413794,1240.2756834228041
snapper_Atauro,2022,125.86206896551724,3339.4760672650896
snapper_Atauro,2022,144.82758620689654,4817.437336110388
snapper_Atauro,2022,163.79310344827587,4803.688615674185
snapper_Atauro,2022,182.75862068965517,4017.8802485328056
snapper_Atauro,2022,201.72413793103448,4050.4589879507466
snapper_Atauro,2022,220.68965517241378,5727.487565502123
snapper_Atauro,2022,239.65517241379308,7515.183351715194
snapper_Atauro,2022,258.62068965517244,7488.705328248563
snapper_Atauro,2022,277.58620689655174,5377.261348413675
snapper_Atauro,2022,296.55172413793105,2772.4741379697816
snapper_Atauro,2022,315.51724137931035,1156.8049777694018
snapper_Atauro,2022,334.48275862068965,558.5463014664131
snapper_Atauro,2022,353.44827586206895,387.3924692798182
snapper_Atauro,2022,372.41379310344826,227.63258565064416
snapper_Atauro,2022,391.37931034482756,78.92436028660279
snapper_Atauro,2022,410.34482758620686,2.32617945874005
snapper_Atauro,2022,429.31034482758616,12.42151564554402
snapper_Atauro,2022,448.2758620689655,5.524360688071649
snapper_Atauro,2022,467.2413793103448,13.590612026537311
snapper_Atauro,2022,486.2068965517241,9.738320855558483
snapper_Atauro,2022,505.17241379310343,3.647151739162027
snapper_Atauro,2022,524.1379310344828,1.125687859828397
snapper_Atauro,2022,543.1034482758621,0.9049003802717657
snapper_Atauro,2022,562.0689655172414,1.0634609060322326
snapper_Atauro,2022,581.0344827586207,0.9922900390397374
snapper_Atauro,2022,600,1
snapper_North,2022,50,23
snapper_North,2022,68.9655172413793,198.11763827663117
snapper_North,2022,87.93103448275862,270.1031501428299
snapper_North,2022,106.89655172413794,266.9560902612664
snapper_North,2022,125.86206896551724,219.4917700811432
snapper_North,2022,144.82758620689654,162.55187978456883
snapper_North,2022,163.79310344827587,128.97665626870733
snapper_North,2022,182.75862068965517,129.89007176254907
snapper_North,2022,201.72413793103448,164.51359505618015
snapper_North,2022,220.68965517241378,225.18470554156258
snapper_North,2022,239.65517241379308,283.60545020588677
snapper_North,2022,258.62068965517244,308.4049800920481
snapper_North,2022,277.58620689655174,292.6492619407005
snapper_North,2022,296.55172413793105,256.91946459489697
snapper_North,2022,315.51724137931035,221.04417308757726
snapper_North,2022,334.48275862068965,189.36687778032322
snapper_North,2022,353.44827586206895,159.6402193437207
snapper_North,2022,372.41379310344826,130.516031875249
snapper_North,2022,391.37931034482756,102.8149162805617
snapper_North,2022,410.34482758620686,78.03749563937525
snapper_North,2022,429.31034482758616,64.60219325056286
snapper_North,2022,448.2758620689655,77.07127276569918
snapper_North,2022,467.2413793103448,122.67287887217573
snapper_North,2022,486.2068965517241,168.92679047693315
snapper_North,2022,505.17241379310343,170.63688589750492
snapper_North,2022,524.1379310344828,111.5278101830004
snapper_North,2022,543.1034482758621,28.12167448782978
snapper_North,2022,562.0689655172414,38.19339538568822
snapper_North,2022,581.0344827586207,55.818369408655784
snapper_North,2022,600,4.440892098500626e-14
snapper_South,2022,50,0
snapper_South,2022,68.9655172413793,6.4851395080352345
snapper_South,2022,87.93103448275862,3.9089729533364284
snapper_South,2022,106.89655172413794,4.544904249173696
snapper_South,2022,125.86206896551724,14.800278570346554
snapper_South,2022,144.82758620689654,21.504541229527575
snapper_South,2022,163.79310344827587,19.939560637225583
snapper_South,2022,182.75862068965517,12.27144013107434
snapper_South,2022,201.72413793103448,4.437222015594379
snapper_South,2022,220.68965517241378,0.6724948082452933
snapper_South,2022,239.65517241379308,0.09725076573158464
snapper_South,2022,258.62068965517244,0.07780286878957686
snapper_South,2022,277.58620689655174,0.1157827834719231
snapper_South,2022,296.55172413793105,0.02510669277049658
snapper_South,2022,315.51724137931035,0.11726326002656802
snapper_South,2022,334.48275862068965,0.16196686587731718
snapper_South,2022,353.44827586206895,0.0705447117669239
snapper_South,2022,372.41379310344826,0.5862514237814183
snapper_South,2022,391.37931034482756,0.983279456935351
snapper_South,2022,410.34482758620686,0.832083376166008
snapper_South,2022,429.31034482758616,0.28068041134641053
snapper_South,2022,448.2758620689655,0.009966951263927104
snapper_South,2022,467.2413793103448,0.4766007765877057
snapper_South,2022,486.2068965517241,1.4028070196971671
snapper_South,2022,505.17241379310343,2.15382248099295
snapper_South,2022,524.1379310344828,2.369476168484836
snapper_South,2022,543.1034482758621,2.1546737562583322
snapper_South,2022,562.0689655172414,1.6571841471950346
snapper_South,2022,581.0344827586207,0.9385471055069166
snapper_South,2022,600,0
